# x_m, y_m, w_tr_right_m, w_tr_left_m
0.0, 0.0, 10.0, 10.0
-0.016900804164265537, 0.5674127062218304, 10.0, 10.0
-0.03427142639840213, 1.1348112238851968, 10.0, 10.0
-0.0520073447492905, 1.7021984404874333, 10.0, 10.0
-0.07003496275807493, 2.269576463812547, 10.0, 10.0
-0.08830163775955953, 2.8369468410334324, 10.0, 10.0
-0.1067692479942366, 3.404310713460649, 10.0, 10.0
-0.12540997073685958, 3.9716689246632484, 10.0, 10.0
-0.14405069347949392, 4.539027135865848, 10.0, 10.0
-0.16269141622210556, 5.106385347068448, 10.0, 10.0
-0.1813321389647399, 5.673743558271053, 10.0, 10.0
-0.1999728617073515, 6.241101769473653, 10.0, 10.0
-0.21861358444998588, 6.808459980676253, 10.0, 10.0
-0.2372543071925975, 7.375818191878858, 10.0, 10.0
-0.42808401551179714, 7.910445949095214, 10.0, 10.0
-0.7729103674968997, 8.361375659072309, 10.0, 10.0
-1.23886008073099, 8.685618902795994, 10.0, 10.0
-1.7815128363287842, 8.85226464443228, 10.0, 10.0
-2.3370779759410882, 8.968841623338625, 10.0, 10.0
-2.8937361239889925, 9.080082454759788, 10.0, 10.0
-3.4505268689639936, 9.190657690113694, 10.0, 10.0
-4.007317613938983, 9.3012329254676, 10.0, 10.0
-4.564108358913972, 9.411808160821506, 10.0, 10.0
-5.1208991038889735, 9.5223833961754, 10.0, 10.0
-5.677689848863975, 9.632958631529306, 10.0, 10.0
-6.234480593838964, 9.743533866883212, 10.0, 10.0
-6.791271338813954, 9.854109102237118, 10.0, 10.0
-7.348062083788955, 9.964684337591013, 10.0, 10.0
-7.904852828763956, 10.075259572944919, 10.0, 10.0
-8.461643573738945, 10.185834808298825, 10.0, 10.0
-9.018434318713934, 10.296410043652731, 10.0, 10.0
-9.575225063688936, 10.406985279006637, 10.0, 10.0
-10.132015808663937, 10.517560514360532, 10.0, 10.0
-10.688806553638926, 10.628135749714438, 10.0, 10.0
-11.245597298613916, 10.738710985068344, 10.0, 10.0
-11.802388043588918, 10.84928622042225, 10.0, 10.0
-12.359178788563908, 10.959861455776156, 10.0, 10.0
-12.915969533538908, 11.07043669113005, 10.0, 10.0
-13.472760278513897, 11.181011926483956, 10.0, 10.0
-14.0295510234889, 11.291587161837862, 10.0, 10.0
-14.586341768463889, 11.402162397191768, 10.0, 10.0
-15.14313251343889, 11.512737632545674, 10.0, 10.0
-15.699923258413879, 11.62331286789957, 10.0, 10.0
-16.25671400338888, 11.733888103253475, 10.0, 10.0
-16.81350474836388, 11.844463338607381, 10.0, 10.0
-17.37029549333887, 11.955038573961287, 10.0, 10.0
-17.927086238313873, 12.065613809315193, 10.0, 10.0
-18.483876983288873, 12.176189044669087, 10.0, 10.0
-19.040667728263863, 12.286764280022993, 10.0, 10.0
-19.597458473238863, 12.397339515376899, 10.0, 10.0
-20.154249218213863, 12.507914750730805, 10.0, 10.0
-20.711039963188867, 12.618489986084711, 10.0, 10.0
-21.267830708163856, 12.729065221438617, 10.0, 10.0
-21.824621453138857, 12.839640456792523, 10.0, 10.0
-22.381412198113846, 12.950215692146418, 10.0, 10.0
-22.938202943088847, 13.060790927500324, 10.0, 10.0
-23.494993688063847, 13.17136616285423, 10.0, 10.0
-24.051784433038847, 13.281941398208136, 10.0, 10.0
-24.608575178013837, 13.392516633562042, 10.0, 10.0
-25.16536592298884, 13.503091868915938, 10.0, 10.0
-25.72215666796384, 13.613667104269844, 10.0, 10.0
-26.27894741293883, 13.72424233962375, 10.0, 10.0
-26.775466000258724, 13.999400673695693, 10.0, 10.0
-27.16437789283765, 14.412910475482859, 10.0, 10.0
-27.408607007579157, 14.925350672848328, 10.0, 10.0
-27.49783681121628, 15.485958252627853, 10.0, 10.0
-27.475570897462035, 16.05318576028953, 10.0, 10.0
-27.38016118838715, 16.612774719953343, 10.0, 10.0
-27.237539487989217, 17.16223069356632, 10.0, 10.0
-27.06395149682448, 17.702702733256416, 10.0, 10.0
-26.869488124575447, 18.236019537057796, 10.0, 10.0
-26.660515068564052, 18.763819762734745, 10.0, 10.0
-26.44114161784644, 19.287382658176767, 10.0, 10.0
-26.214085986621356, 19.807660042552023, 10.0, 10.0
-25.98118877809177, 20.325348855085686, 10.0, 10.0
-25.743723287095385, 20.840958161585508, 10.0, 10.0
-25.502587101308325, 21.354861028154136, 10.0, 10.0
-25.2584229852431, 21.867332198845197, 10.0, 10.0
-25.011696702675124, 22.378574761484078, 10.0, 10.0
-24.762748022889845, 22.888738824503566, 10.0, 10.0
-24.511824644306103, 23.39793453780397, 10.0, 10.0
-24.259104976795438, 23.90624112443912, 10.0, 10.0
-24.00471346691235, 24.41371307052362, 10.0, 10.0
-23.748730775076424, 24.920384243814357, 10.0, 10.0
-23.491200253243303, 25.42627044315937, 10.0, 10.0
-23.400270246199184, 25.986604763170504, 10.0, 10.0
-23.484609371596186, 26.547968930436863, 10.0, 10.0
-23.73617733938104, 27.056846493263112, 10.0, 10.0
-24.130991455642913, 27.464724698078882, 10.0, 10.0
-24.63141296141996, 27.732719348994188, 10.0, 10.0
-25.18973524324656, 27.835281749411315, 10.0, 10.0
-25.755788856572156, 27.79254858659345, 10.0, 10.0
-26.308610407925176, 27.66358677549026, 10.0, 10.0
-26.84760628796264, 27.485468113733447, 10.0, 10.0
-27.376318425759465, 27.27881310723786, 10.0, 10.0
-27.898005929369376, 27.055016402747725, 10.0, 10.0
-28.41498090922641, 26.820538927144636, 10.0, 10.0
-28.92877252351987, 26.579165785629044, 10.0, 10.0
-29.440375409871052, 26.333187528377465, 10.0, 10.0
-29.950439017035535, 26.08403309231474, 10.0, 10.0
-30.45939279746993, 25.832619358113682, 10.0, 10.0
-30.96752542524015, 25.579550100876233, 10.0, 10.0
-31.475034399811438, 25.325232470553473, 10.0, 10.0
-31.982057223409043, 25.069946997573727, 10.0, 10.0
-32.48869120074583, 24.81389069639898, 10.0, 10.0
-32.995006181824316, 24.557204202210286, 10.0, 10.0
-33.5010528809999, 24.299989205336324, 10.0, 10.0
-34.006868383810996, 24.042319856209698, 10.0, 10.0
-34.51247983664586, 23.784250340137756, 10.0, 10.0
-35.017906940295916, 23.525819964099455, 10.0, 10.0
-35.523163639017824, 23.267056588097315, 10.0, 10.0
-36.02825925386156, 23.007978923623895, 10.0, 10.0
-36.53319921827087, 22.748598028595538, 10.0, 10.0
-37.03798551468181, 22.488918203966985, 10.0, 10.0
-37.49179285437538, 22.147887831707244, 10.0, 10.0
-37.89455894948065, 21.74785997143118, 10.0, 10.0
-38.25024563493692, 21.305446366133477, 10.0, 10.0
-38.56406430235734, 20.832412899725586, 10.0, 10.0
-38.84111616811312, 20.33694839035623, 10.0, 10.0
-39.08585598353804, 19.82475190549016, 10.0, 10.0
-39.30195590193513, 19.299829395368757, 10.0, 10.0
-39.49233666169402, 18.7650416031773, 10.0, 10.0
-39.65925397161071, 18.222472319109766, 10.0, 10.0
-39.80439113015909, 17.6736754335757, 10.0, 10.0
-40.03967190072567, 17.157065546557483, 10.0, 10.0
-40.35919138054411, 16.687863971133932, 10.0, 10.0
-40.75382001752074, 16.27980630947157, 10.0, 10.0
-41.2117134881521, 15.94428226276769, 10.0, 10.0
-41.71909744411312, 15.689715301838483, 10.0, 10.0
-42.26119545692366, 15.52127373668829, 10.0, 10.0
-42.82314491074348, 15.440926815683277, 10.0, 10.0
-43.37328237187779, 15.300956853834037, 10.0, 10.0
-43.909475598656634, 15.114571124981541, 10.0, 10.0
-44.43150639401765, 14.89157636033869, 10.0, 10.0
-44.939963809326954, 14.639160288781483, 10.0, 10.0
-45.435694192304545, 14.36258443344289, 10.0, 10.0
-45.9195438829995, 14.065713597593726, 10.0, 10.0
-46.39224702277268, 13.751397581438079, 10.0, 10.0
-46.85438186642877, 13.421739876170404, 10.0, 10.0
-47.30635711940362, 13.078285094486269, 10.0, 10.0
-47.74840922420547, 12.722149231361477, 10.0, 10.0
-48.180601071302625, 12.35410979914513, 10.0, 10.0
-48.602817129221336, 11.974667554793013, 10.0, 10.0
-49.01475193306331, 11.584087814218748, 10.0, 10.0
-49.519500638117236, 11.324334929519154, 10.0, 10.0
-50.06363044036477, 11.16257716411222, 10.0, 10.0
-50.622989388376325, 11.065828088443295, 10.0, 10.0
-51.18800052468492, 11.011008090170249, 10.0, 10.0
-51.75499712904913, 10.98348233853953, 10.0, 10.0
-52.3225845224353, 10.974135294489129, 10.0, 10.0
-52.89024042096667, 10.977233233467878, 10.0, 10.0
-53.45778073708771, 10.989099401367396, 10.0, 10.0
-54.02515248263995, 11.007323525828548, 10.0, 10.0
-54.59235205033308, 11.030290170601218, 10.0, 10.0
-55.15939268065894, 11.05689355239826, 10.0, 10.0
-55.726291638861326, 11.086361968582873, 10.0, 10.0
-56.293065394200475, 11.11814760405161, 10.0, 10.0
-56.85972804265497, 11.151856048244605, 10.0, 10.0
-57.42629100718253, 11.187200405490735, 10.0, 10.0
-57.992763198703145, 11.223970945290972, 10.0, 10.0
-58.55915130164735, 11.262014777992995, 10.0, 10.0
-59.12546005031752, 11.30122214392082, 10.0, 10.0
-59.69169244660924, 11.34151717777267, 10.0, 10.0
-60.257849903049355, 11.382851798620715, 10.0, 10.0
-60.82393230626359, 11.425201876950808, 10.0, 10.0
-61.37775326763105, 11.300601880508527, 10.0, 10.0
-61.867165255832106, 11.012993253780344, 10.0, 10.0
-62.245511226201415, 10.58979454977868, 10.0, 10.0
-62.47672237522772, 10.07135051140104, 10.0, 10.0
-62.538756682757594, 9.507085891694402, 10.0, 10.0
-62.425700240821925, 8.950793650781208, 10.0, 10.0
-62.180061147211134, 8.439027833191307, 10.0, 10.0
-61.85065176029246, 7.976715955587844, 10.0, 10.0
-61.46980715464663, 7.555764411210288, 10.0, 10.0
-61.05682486752437, 7.166292400808186, 10.0, 10.0
-60.6230455103157, 6.800125382054432, 10.0, 10.0
-60.17526787747084, 6.4512156403056, 10.0, 10.0
-59.717697821900835, 6.115250670987291, 10.0, 10.0
-59.253024479210694, 5.78918089171213, 10.0, 10.0
-58.78302122045939, 5.470841837987121, 10.0, 10.0
-58.30889013963572, 5.158683969977409, 10.0, 10.0
-57.83146558753808, 4.851586895068284, 10.0, 10.0
-57.35133805046198, 4.548733193580875, 10.0, 10.0
-56.86893163135526, 4.249522794082424, 10.0, 10.0
-56.38455368259125, 3.953514653798152, 10.0, 10.0
-55.89842723114471, 3.6603868837602875, 10.0, 10.0
-55.41071246277781, 3.369909481747328, 10.0, 10.0
-54.92152104105734, 3.081925854993148, 10.0, 10.0
-54.430925576572776, 2.7963406547628953, 10.0, 10.0
-53.9389656789317, 2.513112344955465, 10.0, 10.0
-53.51486529773008, 2.1357773703930376, 10.0, 10.0
-53.17232072794418, 1.6831118933864844, 10.0, 10.0
-52.918299687957585, 1.1754544029389309, 10.0, 10.0
-52.753808023650436, 0.6321448146406511, 10.0, 10.0
-52.67548908542164, 0.06990913427333681, 10.0, 10.0
-52.67736810678542, -0.4977521077029849, 10.0, 10.0
-52.75229675770485, -1.0604496406945374, 10.0, 10.0
-52.892946207639085, -1.6104137746129028, 10.0, 10.0
-52.85912009161148, -2.177069410989947, 10.0, 10.0
-52.68219481924362, -2.716458198749706, 10.0, 10.0
-52.406035496041284, -3.2124207422666586, 10.0, 10.0
-52.064504147382856, -3.665851171601679, 10.0, 10.0
-51.68000197841907, -4.083464507626189, 10.0, 10.0
-51.26662373014145, -4.472516226828543, 10.0, 10.0
-50.83321631141151, -4.8391234086365955, 10.0, 10.0
-50.385431551803094, -5.188024003972595, 10.0, 10.0
-49.92697014603675, -5.522771604092651, 10.0, 10.0
-49.46031808127526, -5.846003203440887, 10.0, 10.0
-48.9871855926329, -6.159672558900531, 10.0, 10.0
-48.50877372626775, -6.465229268014224, 10.0, 10.0
-48.02593988740611, -6.763749452279069, 10.0, 10.0
-47.539302982266214, -7.0560290083880375, 10.0, 10.0
-47.049311555018164, -7.3426493453964214, 10.0, 10.0
-46.55628866118525, -7.624023193719262, 10.0, 10.0
-46.060461710601956, -7.9004258916776, 10.0, 10.0
-45.56198230508202, -8.172015837433845, 10.0, 10.0
-45.0609391828842, -8.43884650670114, 10.0, 10.0
-44.522714639499306, -8.619282526557248, 10.0, 10.0
-43.96422452185197, -8.720927028885939, 10.0, 10.0
-43.397456091257574, -8.752807468734733, 10.0, 10.0
-42.830537261547676, -8.723723849913615, 10.0, 10.0
-42.268862066808964, -8.641481573810523, 10.0, 10.0
-41.71600905213298, -8.512654711211672, 10.0, 10.0
-41.17441071559572, -8.34261336852274, 10.0, 10.0
-40.6458161717419, -8.135657758375642, 10.0, 10.0
-40.13160532369266, -7.895179027274816, 10.0, 10.0
