# x_m, y_m, w_tr_right_m, w_tr_left_m
-34.23100189435477, -7.495131638082393, 10.0, 10.0
-33.69607983361834, -7.305128466264461, 10.0, 10.0
-33.128693489391885, -7.287364661809256, 10.0, 10.0
-32.570564383473865, -7.390973143559194, 10.0, 10.0
-32.02893444353752, -7.560913793575418, 10.0, 10.0
-31.499974717584337, -7.766934240820149, 10.0, 10.0
-30.979362917548826, -7.993222044351774, 10.0, 10.0
-30.46405845252444, -8.231348323223541, 10.0, 10.0
-29.952135547811686, -8.476659872062646, 10.0, 10.0
-29.44240433983759, -8.726493640758264, 10.0, 10.0
-28.934127457258416, -8.979273044584948, 10.0, 10.0
-28.426841368195728, -9.234034973072836, 10.0, 10.0
-27.920249075853658, -9.490173735666458, 10.0, 10.0
-27.414156278017174, -9.74729801756419, 10.0, 10.0
-26.90843314881827, -10.005148619573669, 10.0, 10.0
-26.402991154109863, -10.263549870245113, 10.0, 10.0
-25.897768753850485, -10.522380205869702, 10.0, 10.0
-25.39272242802308, -10.781553941289838, 10.0, 10.0
-24.887820943172837, -11.041009731279969, 10.0, 10.0
-24.383041626486786, -11.300703123204654, 10.0, 10.0
-23.878367906598648, -11.560601666520416, 10.0, 10.0
-23.373787669188154, -11.820681654943492, 10.0, 10.0
-22.869292147599495, -12.08092593453551, 10.0, 10.0
-22.364875173062103, -12.341322424838138, 10.0, 10.0
-21.860458198524704, -12.601718915140765, 10.0, 10.0
-21.356041223987315, -12.862115405443394, 10.0, 10.0
-20.851624249449927, -13.122511895746023, 10.0, 10.0
-20.299510404333354, -13.25447067110402, 10.0, 10.0
-19.732020965066138, -13.240379798754953, 10.0, 10.0
-19.1883194590087, -13.07718822827946, 10.0, 10.0
-18.70521305506824, -12.77910934805629, 10.0, 10.0
-18.308152997052265, -12.373417190513482, 10.0, 10.0
-18.007655449960215, -11.891811500602074, 10.0, 10.0
-17.8018612843076, -11.362763697708312, 10.0, 10.0
-17.681805666304083, -10.807939883376969, 10.0, 10.0
-17.636023037766133, -10.242124748118517, 10.0, 10.0
-17.653296923250252, -9.674723277161963, 10.0, 10.0
-17.723857320708476, -9.11146130731674, 10.0, 10.0
-17.839679118792493, -8.555738240086333, 10.0, 10.0
-17.994373660718658, -8.009558402430612, 10.0, 10.0
-18.18294430103838, -7.474129667702266, 10.0, 10.0
-18.40152901118672, -6.950236987038801, 10.0, 10.0
-18.449876581718843, -6.384635246600334, 10.0, 10.0
-18.323377900450794, -5.831244878053116, 10.0, 10.0
-18.034092448483012, -5.342822168053698, 10.0, 10.0
-17.609598635374095, -4.965929850546911, 10.0, 10.0
-17.09036467047705, -4.736498148158859, 10.0, 10.0
-16.525890612793344, -4.676399441305302, 10.0, 10.0
-15.959173541644885, -4.709180192246953, 10.0, 10.0
-15.397055747285243, -4.788340798786004, 10.0, 10.0
-14.838749243386326, -4.8909890528751365, 10.0, 10.0
-14.282853330841693, -5.005978403597528, 10.0, 10.0
-13.728395834682647, -5.127714599186288, 10.0, 10.0
-13.174793932097987, -5.2532843002212815, 10.0, 10.0
-12.621709529711518, -5.381114109734501, 10.0, 10.0
-12.06894600700166, -5.510324420177506, 10.0, 10.0
-11.516387143931844, -5.640407160025524, 10.0, 10.0
-10.963962721041208, -5.771059650845013, 10.0, 10.0
-10.41162927760987, -5.90209622448254, 10.0, 10.0
-9.859359246022132, -6.033399798590273, 10.0, 10.0
-9.307134713177026, -6.164894595777787, 10.0, 10.0
-8.754910180331922, -6.296389392965307, 10.0, 10.0
-8.202685647486817, -6.427884190152821, 10.0, 10.0
-7.650461114641712, -6.559378987340342, 10.0, 10.0
-7.098236581796607, -6.690873784527856, 10.0, 10.0
-6.546012048951503, -6.82236858171537, 10.0, 10.0
-5.993787516106398, -6.95386337890289, 10.0, 10.0
-5.441562983261292, -7.085358176090409, 10.0, 10.0
-4.889338450416187, -7.21685297327793, 10.0, 10.0
-4.337113917571083, -7.348347770465444, 10.0, 10.0
-3.7848893847259664, -7.479842567652958, 10.0, 10.0
-3.2326648518808727, -7.611337364840478, 10.0, 10.0
-2.6804403190357564, -7.742832162027998, 10.0, 10.0
-2.1282157861906628, -7.874326959215512, 10.0, 10.0
-1.5622002019183812, -7.831093005842155, 10.0, 10.0
-1.036353450801539, -7.617251918341987, 10.0, 10.0
-0.6008060076660287, -7.253189779220799, 10.0, 10.0
-0.29707985603117776, -6.773613673501933, 10.0, 10.0
-0.12388926295218426, -6.233014159228816, 10.0, 10.0
-0.02950484859209155, -5.673251353489383, 10.0, 10.0
0.0205267557872844, -5.107796090071833, 10.0, 10.0
0.04546906348978155, -4.540679966469395, 10.0, 10.0
0.055830011924877, -3.973110175949404, 10.0, 10.0
0.05743582947336563, -3.4054480953826443, 10.0, 10.0
0.053605967782232256, -2.837796663143803, 10.0, 10.0
0.04628823822602044, -2.2701794794737453, 10.0, 10.0
0.03665945739910512, -1.7025967956794206, 10.0, 10.0
0.025450893582262782, -1.1350431114692412, 10.0, 10.0
